duration,amplitude_max,dominant_frequency,spectral_centroid,zero_crossing_rate,file_name
3.4,0.11051044,54.70588235294118,2693.875831862442,0.12081141050170068,IMG_6969.wav
13.030022675736962,0.13140805,101.8417260678287,2400.5849244007577,0.11232467054048043,IMG_6955.wav
8.78,0.10724344,102.73348519362187,2363.7039525397245,0.10546875,IMG_6941.wav
18.31002267573696,0.59676754,49.37186676442031,2378.7413141512548,0.08468306895595691,IMG_6772.wav
13.530022675736962,0.33670273,131.11581868826192,2262.18148016854,0.11452582279159519,IMG_9327.wav
4.7,0.32156587,68.51063829787235,2219.6945598593225,0.1134953240455665,IMG_9333.wav
17.52,0.35442203,62.2716894977169,2526.1315922867234,0.0964701469370861,IMG_6766.wav
9.4,0.023211636,302.6595744680851,2814.7701653906024,0.1358036747685185,IMG_0014 2.wav
8.410022675736961,0.10849741,824.7302376497107,2604.729205808674,0.11524379089187328,IMG_6982.wav
10.5,0.3539834,290.2857142857143,2481.4432114748183,0.12127591232064018,IMG_9864.wav
11.46,0.08346795,250.95986038394415,2865.1471243029355,0.13406779795040485,IMG_9870.wav
22.07002267573696,0.43336236,1074.0813613236783,2564.055617399685,0.13303533287329128,IMG_9125.wav
8.64,0.23897818,1159.2592592592591,2447.2691430873397,0.1339252052613941,IMG_9131.wav
11.970022675736962,0.2942177,798.9959801317729,2501.65896282192,0.1387759659641473,IMG_9119.wav
7.3,0.05369831,227.26027397260273,2925.8216925842157,0.13765035962301586,IMG_0208 2.wav
16.9,0.15817042,279.58579881656806,2544.692563402422,0.11479438530219781,IMG_0171 2.wav
15.24,0.070231475,58.727034120734906,2395.210086767203,0.09329887866248097,IMG_0134 2.wav
11.2,0.34144354,789.4642857142857,2253.639651313129,0.12294173783643893,IMG_9290.wav
8.330022675736961,0.1171097,72.62885391203035,2590.535880688776,0.1296311912430362,IMG_9284.wav
16.77002267573696,0.07617022,303.99481852674165,2481.7348638866674,0.10460294562586446,IMG_0029 2.wav
15.5,0.22557732,940.3870967741935,3111.223725091894,0.17193713159618262,IMG_9253.wav
11.630022675736962,0.48111668,1031.3823398663244,2790.550892328355,0.14086767870508982,IMG_9247.wav
11.789977324263038,0.1639539,202.29046540164404,2784.0061711491276,0.12970979945866143,IMG_6612.wav
20.6,0.19845146,680.6310679611651,2475.885605723132,0.11288644601632883,IMG_0155 2.wav
16.74,0.44131565,793.0107526881719,3286.3358171827103,0.20421465954403606,IMG_9246.wav
10.630022675736962,0.1877779,203.38620772040002,2705.9398822880808,0.12196689922216157,IMG_6613.wav
10.970022675736962,0.036041923,61.71363724683636,2695.0329226301983,0.11639881738900634,IMG_9987 2.wav
15.970022675736962,0.16285285,901.6267723824967,3247.717513333094,0.1824433082757994,IMG_9252.wav
6.2300226757369614,0.107392214,818.7771161517632,2982.7372255020387,0.13730142019052044,IMG_0211 2.wav
4.930022675736962,0.26133263,71.1964270930115,2563.816415976873,0.15046856660798122,IMG_9285.wav
4.2300226757369614,0.33105308,209.6915473025131,2513.2954059141716,0.13651329832650272,IMG_9291.wav
15.570022675736961,0.12444155,301.027178804552,2734.140208687852,0.12843834412257824,IMG_0030 2.wav
20.2,0.64751744,862.8712871287129,2594.636145444114,0.13045303520114943,IMG_9118.wav
14.070022675736961,0.19405924,1258.0647812689367,2943.1249039532613,0.16404799659653466,IMG_9130.wav
11.369977324263038,0.2622463,246.17463343810329,2280.8837361999094,0.12199756855867347,IMG_9124.wav
10.06,0.13771653,173.45924453280315,2644.521930566624,0.1230997533842166,IMG_9871.wav
8.9,0.5777625,437.19101123595505,2604.130887980664,0.13024520874023438,IMG_9865.wav
9.190022675736962,0.12751338,75.51667982629293,2415.9861869499423,0.09217911537247475,IMG_6983.wav
5.570022675736961,0.13892013,227.64718813864303,2988.9808244240726,0.13103841145833334,IMG_0195 2.wav
18.44,0.5583052,76.35574837310195,1783.9532390642905,0.06928557389937107,IMG_9332.wav
